Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-07-24,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMV,VA 30 Year 5/1 ARM,,Offline,30.0,Variable,4.900%,4.9774%,200000.0,0%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed Rate,,Offline,30.0,Fixed,4.75%,4.788%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed-Rate VA,,Offline,30.0,Fixed,4.5%,4.808%,200000.0,0,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,20YMF,20-Year Fixed Rate,,Offline,20.0,Fixed,4.625%,4.706%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15-Year Fixed Rate,,Offline,15.0,Fixed,4.25%,4.352%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30.0,Variable,4.375%,4.755%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30.0,Variable,4.25%,4.791%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed-Rate Jumbo,,Offline,30.0,Fixed,4.625%,4.636%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15-Year Fixed-Rate Jumbo,,Offline,15.0,Fixed,4.375%,4.393%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM Jumbo,,Offline,30.0,Variable,4.125%,4.587%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM Jumbo,,Offline,30.0,Variable,4.25%,4.549%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed Rate,,Offline,30.0,Fixed,4.875%,4.902%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed-Rate VA,,Offline,30.0,Fixed,4.625%,4.918%,200000.0,0,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,20YMF,20-Year Fixed Rate,,Offline,20.0,Fixed,4.75%,4.787%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15-Year Fixed Rate,,Offline,15.0,Fixed,4.375%,4.459%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30.0,Variable,4.5%,4.794%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30.0,Variable,4.375%,4.827%,200000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed-Rate Jumbo,,Offline,30.0,Fixed,4.75%,4.753%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15-Year Fixed-Rate Jumbo,,Offline,15.0,Fixed,4.5%,4.506%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM Jumbo,,Offline,30.0,Variable,4.25%,4.641%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM Jumbo,,Offline,30.0,Variable,4.375%,4.622%,750000.0,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-07-24,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Offline,30.0,Fixed,4.625,4.65,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30.0,Variable,4.375,4.814,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30.0,Variable,4.25,4.8469999999999995,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 ARM,,Offline,30.0,Variable,4.625,5.043,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Offline,30.0,Fixed,4.125,4.168,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,30 year fixed,,Offline,30.0,Fixed,4.375,4.39,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30.0,Variable,3.875,4.539,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM,,Offline,30.0,Variable,3.875,4.673,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,30YMF,15 year fixed,,Offline,30.0,Fixed,4.125,4.151,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30.0,Fixed,4.125%,4.131639913186282%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,3.375%,3.3869041124730312%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,CAPITAL ONE,COF,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,3.125%,3.134323743118425%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30.0,Variable,3.25%,3.266706379540031%,100000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30.0,Fixed,4.125%,4.131639913186282%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,3.375%,3.386904112473029%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,CAPITAL ONE,COF,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,3.125%,3.134323743118425%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30.0,Variable,3.25%,3.266706379540032%,300000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30.0,Fixed,4.125%,4.131639913186282%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,3.375%,3.3869041124730317%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30.0,Variable,3.25%,3.266706379540032%,500000.0,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-07-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Chase 15 Year Fixed Mortgage,,Offline,15.0,Fixed,3.875%,4.023%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,15YMF,Suntrust Bank 15 Year Fixed Rate Home Loan,,Offline,15.0,Fixed,3.990%,4.1126%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,15YMF,Bank of America 15 Year Fixed Mortgage,,Offline,15.0,Fixed,4.000%,4.342%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,Wells Fargo 15 Year Fixed Home Loan,,Offline,15.0,Fixed,4.250%,4.390%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMF,Bank of America 30 Year Fixed Mortgage,,Offline,30.0,Fixed,4.50%,4.707%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Chase 30 Year Fixed Mortgage,,Offline,30.0,Fixed,4.500%,4.586%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Suntrust Bank 30 Year Fixed Rate Home Loan Jumbo,,Offline,30.0,Fixed,4.675%,4.7224%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,Wells Fargo 30 Year Fixed Home Loan,,Offline,30.0,Fixed,4.750%,4.799%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,Citibank 30 Year Fixed Mortgage,,Offline,30.0,Fixed,4.75%,4.888%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,Wells Fargo 30-Year Fixed-Rate Jumbo Home Loan,,Offline,30.0,Fixed,4.625%,4.634%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,Wells Fargo 5/1 ARM Home Loan,,Offline,30.0,Variable,4.250%,4.802%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,Wells Fargo 7/1 ARM Home Loan,,Offline,30.0,Variable,4.375%,4.765%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-07-24,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,Wells Fargo 15-Year Fixed-Rate Jumbo Home Loan,,Offline,15.0,Fixed,4.375%,4.393%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
