Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-06-05,US,New York,ALLY,ALLY,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Online,15,Fixed,4.125%,4.151%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15,Fixed,4.375%,4.471%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM Adjustable,,Offline,30,Variable,3.875%,4.498%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 ARM Adjustable,,Offline,30,Variable,4.000%,4.418%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 ARM Adjustable,,Offline,30,Variable,3.875%,4.623%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bankrate.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186282%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.375%,3.3869041124730312%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,CAPITAL ONE,COF,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.125%,3.134323743118425%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,3.25%,3.266706379540031%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186282%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.375%,3.386904112473029%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,CAPITAL ONE,COF,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.125%,3.134323743118425%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,3.25%,3.266706379540032%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30,Fixed,4.125%,4.131639913186282%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15,Fixed,3.375%,3.3869041124730317%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,7/1 ARM,,Offline,30,Variable,3.25%,3.266706379540032%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,mybanktracker.com
 2018-06-05,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Chase 15 Year Fixed Mortgage,,Offline,15,Fixed,3.875%,4.061%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,15YMF,Suntrust Bank 15 Year Fixed Rate Home Loan,,Offline,15,Fixed,3.990%,4.1301%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,15YMF,Bank of America 15 Year Fixed Mortgage,,Offline,15,Fixed,4.000%,4.332%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,Wells Fargo 15 Year Fixed Home Loan,,Offline,15,Fixed,4.250%,4.352%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,BANK OF AMERICA CORP,BAC,USD,Bank,Mortgages,Mortgages,30YMF,Bank of America 30 Year Fixed Mortgage,,Offline,30,Fixed,4.50%,4.718%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Chase 30 Year Fixed Mortgage,,Offline,30,Fixed,4.500%,4.586%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,Citibank 30 Year Fixed Mortgage,,Offline,30,Fixed,4.625%,4.868%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Suntrust Bank 30 Year Fixed Rate Home Loan,,Offline,30,Fixed,4.700%,4.7685%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,Wells Fargo 30 Year Fixed Home Loan,,Offline,30,Fixed,4.750%,4.810%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,Wells Fargo 30-Year Fixed-Rate Jumbo Home Loan,,Offline,30,Fixed,4.625%,4.636%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,Wells Fargo 5/1 ARM Home Loan,,Offline,30,Variable,4.250%,4.791%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMV,Wells Fargo 7/1 ARM Home Loan,,Offline,30,Variable,4.375%,4.755%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
 2018-06-05,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,15YMF,Wells Fargo 15-Year Fixed-Rate Jumbo Home Loan,,Offline,15,Fixed,4.375%,4.412%,,20%,720+,New Purchase,Primary Residence,Principal + Interest,us.deposits.org
