Date,Bank_Native_Country,State,Bank_Name,Ticker,Bank_Local_Currency,Bank_Type,Bank_Product,Bank_Product_Type,Bank_Product_Code,Bank_Product_Name,Min_Loan_Amount,Bank_Offer_Feature,Term_in_Year,Interest_Type,Interest,APR,Mortgage_Loan_Amt,Mortgage_Down_Payment,Credit_Score,Mortgage_Category,Mortgage_Reason,Mortgage_Pymt_Mode,Source
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,10YMF,10 Year Fixed,,Offline,10.0,Fixed,4.000%,4.808%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,20YMF,20 Year Fixed,,Offline,20.0,Fixed,4.625%,4.832%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 Libor ARM,,Offline,30.0,Variable,4.250%,4.992%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.823%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.734%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,10YMF,10 Year Fixed,,Offline,10.0,Fixed,4.000%,4.425%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 Libor ARM,,Offline,30.0,Variable,4.250%,4.686%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30.0,Fixed,4.750%,4.903%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,4.000%,4.315%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,10YMF,10 Year Fixed,,Offline,10.0,Fixed,4.375%,4.673%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,5/1 Libor ARM,,Offline,30.0,Variable,4.000%,4.768%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,3/1 Libor ARM,,Offline,30.0,Variable,4.000%,4.879%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMF,30 Year Fixed,,Offline,30.0,Fixed,4.375%,4.505%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,10/1 Libor ARM,,Offline,30.0,Variable,4.125%,4.588%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,15YMF,15 Year Fixed,,Offline,15.0,Fixed,4.375%,4.602%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,20YMF,20 Year Fixed,,Offline,20.0,Fixed,4.500%,4.649%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,CITIGROUP INC,C,USD,Bank,Mortgages,Mortgages,30YMV,7/1 Libor ARM,,Offline,30.0,Variable,3.875%,4.604%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Mortgage_30-yr,,Offline,30.0,Fixed,4.875%,5.165%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,20YMF,Mortgage_20-yr,,Offline,20.0,Fixed,4.625%,5.016%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.500%,4.977%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,4.875%,5.241%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,4.750%,5.207%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Mortgage_30-yr,,Offline,30.0,Fixed,4.750%,4.833%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,20YMF,Mortgage_20-yr,,Offline,20.0,Fixed,4.500%,4.628%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.125%,4.305%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,4.500%,4.850%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,4.375%,4.862%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMF,Mortgage_30-yr,,Offline,30.0,Fixed,4.500%,4.545%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,15YMF,Mortgage_15-yr,,Offline,15.0,Fixed,4.375%,4.453%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_7/1,,Offline,30.0,Variable,4.125%,4.629%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_5/1,,Offline,30.0,Variable,4.125%,4.718%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,JP MORGAN CHASE & Co.,JPM,USD,Bank,Mortgages,Mortgages,30YMV,Mortgage_10/1,,Offline,30.0,Variable,4.500%,4.738%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Yr Fixed,,Offline,30.0,Fixed,4.625%,5.47%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,FHA 15 Yr Fixed,,Offline,15.0,Fixed,4.5%,5.571%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Yr Fixed,,Offline,30.0,Fixed,4.375%,5.189%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,FHA 15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.909%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 YR FIXED,,Offline,30.0,Fixed,4.25%,5.038%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,FHA 5-1 ARM,,Offline,30.0,Variable,4.75%,5.466%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Yr Fixed,,Offline,30.0,Fixed,4.625%,4.959%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Yr Fixed,,Offline,15.0,Fixed,4.5%,5.081%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Yr Fixed,,Offline,30.0,Fixed,4.375%,4.671%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.405%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 YR FIXED,,Offline,30.0,Fixed,4.25%,4.517%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,VA 5-1 ARM,,Offline,30.0,Variable,4.625%,4.885%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,3-1 ARM,,Offline,30.0,Variable,4.0%,5.053%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 ARM,,Offline,30.0,Variable,4.0%,4.934%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 ARM,,Offline,30.0,Variable,4.125%,4.879%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 ARM,,Offline,30.0,Variable,4.25%,4.842%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,3-1 ARM,,Offline,30.0,Variable,3.75%,4.94%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 ARM,,Offline,30.0,Variable,3.875%,4.819%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 ARM,,Offline,30.0,Variable,4.0%,4.762%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 ARM,,Offline,30.0,Variable,4.25%,4.729%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,5-1 YR ARM,,Offline,30.0,Variable,3.25%,4.809%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,7-1 YR ARM,,Offline,30.0,Variable,3.375%,4.675%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMV,10-1 YR ARM,,Offline,30.0,Variable,3.625%,4.54%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30.0,Fixed,4.75%,4.931%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,20YMF,20 Yr Fixed,,Offline,20.0,Fixed,4.5%,4.759%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15.0,Fixed,4.125%,4.488%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,10YMF,10 Yr Fixed,,Offline,10.0,Fixed,4.0%,4.548%,100000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 Yr Fixed,,Offline,30.0,Fixed,4.5%,4.621%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,20YMF,20 Yr Fixed,,Offline,20.0,Fixed,4.25%,4.428%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 Yr Fixed,,Offline,15.0,Fixed,3.875%,4.117%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,10YMF,10 Yr Fixed,,Offline,10.0,Fixed,3.75%,4.071%,300000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,30YMF,30 YR FIXED,,Offline,30.0,Fixed,4.25%,4.333%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,PNC FINANCIAL SERVICES GROUP INC,PNC,USD,Bank,Mortgages,Mortgages,15YMF,15 YR FIXED,,Offline,15.0,Fixed,3.875%,4.056%,500000,20%,720+,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Agency 30 Year Fixed,,Offline,30.0,Fixed,4.700%,4.7772%,200000,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,15YMF,Agency 15 Year Fixed,,Offline,15.0,Fixed,3.990%,4.1175%,200000,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,Jumbo 30 Year Fixed,,Offline,30.0,Fixed,4.750%,4.7913%,500000,25%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMV,Agency 30 Year 5/1 ARM,,Offline,30.0,Variable,4.375%,4.8387%,200000,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMV,Agency 30 Year 7/1 ARM,,Offline,30.0,Variable,4.200%,4.6884%,200000,20%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,FHA 30 Year Fixed,,Offline,30.0,Fixed,4.500%,5.5814%,200000,5%,660,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMF,VA 30 Year Fixed,,Offline,30.0,Fixed,4.500%,4.7513%,200000,0%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,15YMF,VA 15 Year Fixed,,Offline,15.0,Fixed,4.000%,4.4675%,200000,0%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,SUNTRUST BANKS INC,STI,USD,Bank,Mortgages,Mortgages,30YMV,VA 30 Year 5/1 ARM,,Offline,30.0,Variable,4.900%,4.9740%,200000,0%,720,New Purchase,Primary Residence,Principal + Interest,Bank Website
 2018-06-26,US,New York,WELLS FARGO,WFC,USD,Bank,Mortgages,Mortgages,30YMF,30-Year Fixed Rate,,Offline,30.0,Fixed,4.75%,4.799%,200000,25,740,New Purchase,Primary Residence,Principal + Interest,Bank Website
